state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,midterm_lean_pct,midterm_lean_label,total_votes_mean,races_used_mean,statewide_baseline
Indiana,IN,IN-08,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-08,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-08,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Indiana,IN,IN-09,,False,2000s,False,2010,1,42.29,48.16,-5.87,R+5.9,1744481,1.0,True
Indiana,IN,IN-09,,False,2010s,False,2018,1,46.92,53.12,-6.2,R+6.2,2282565,1.0,True
Indiana,IN,IN-09,,False,2020s,True,2022,1,40.3,50.42,-10.12,R+10.1,5548966,3.0,True
Kansas,KS,KS-01,,False,2000s,False,2006+2010,2,44.7,51.39,-6.69,R+6.7,1263091,1.5,True
Kansas,KS,KS-01,,False,2010s,False,2014+2018,2,50.42,50.42,0.01,EVEN,962534,1.0,True
Kansas,KS,KS-01,,False,2020s,True,2022,1,44.41,50.42,-6.01,R+6.0,5001950,5.0,True
Kansas,KS,KS-02,,False,2000s,False,2006+2010,2,44.7,51.39,-6.69,R+6.7,1263091,1.5,True
Kansas,KS,KS-02,,False,2010s,False,2014+2018,2,50.42,50.42,0.01,EVEN,962534,1.0,True
Kansas,KS,KS-02,,False,2020s,True,2022,1,44.41,50.42,-6.01,R+6.0,5001950,5.0,True
Kansas,KS,KS-03,,False,2000s,False,2006+2010,2,44.7,51.39,-6.69,R+6.7,1263091,1.5,True
Kansas,KS,KS-03,,False,2010s,False,2014+2018,2,50.42,50.42,0.01,EVEN,962534,1.0,True
Kansas,KS,KS-03,,False,2020s,True,2022,1,44.41,50.42,-6.01,R+6.0,5001950,5.0,True
Kansas,KS,KS-04,,False,2000s,False,2006+2010,2,44.7,51.39,-6.69,R+6.7,1263091,1.5,True
Kansas,KS,KS-04,,False,2010s,False,2014+2018,2,50.42,50.42,0.01,EVEN,962534,1.0,True
Kansas,KS,KS-04,,False,2020s,True,2022,1,44.41,50.42,-6.01,R+6.0,5001950,5.0,True
Kentucky,KY,KY-01,,False,2000s,False,2010,1,44.26,48.16,-3.9,R+3.9,1356096,1.0,True
Kentucky,KY,KY-01,,False,2010s,False,2014,1,42.02,47.72,-5.7,R+5.7,1435868,1.0,True
Kentucky,KY,KY-01,,False,2020s,True,2022,1,38.19,50.42,-12.23,R+12.2,1477830,1.0,True
Kentucky,KY,KY-02,,False,2000s,False,2010,1,44.26,48.16,-3.9,R+3.9,1356096,1.0,True
Kentucky,KY,KY-02,,False,2010s,False,2014,1,42.02,47.72,-5.7,R+5.7,1435868,1.0,True
Kentucky,KY,KY-02,,False,2020s,True,2022,1,38.19,50.42,-12.23,R+12.2,1477830,1.0,True
Kentucky,KY,KY-03,,False,2000s,False,2010,1,44.26,48.16,-3.9,R+3.9,1356096,1.0,True
Kentucky,KY,KY-03,,False,2010s,False,2014,1,42.02,47.72,-5.7,R+5.7,1435868,1.0,True
Kentucky,KY,KY-03,,False,2020s,True,2022,1,38.19,50.42,-12.23,R+12.2,1477830,1.0,True
Kentucky,KY,KY-04,,False,2000s,False,2010,1,44.26,48.16,-3.9,R+3.9,1356096,1.0,True
Kentucky,KY,KY-04,,False,2010s,False,2014,1,42.02,47.72,-5.7,R+5.7,1435868,1.0,True
Kentucky,KY,KY-04,,False,2020s,True,2022,1,38.19,50.42,-12.23,R+12.2,1477830,1.0,True
Kentucky,KY,KY-05,,False,2000s,False,2010,1,44.26,48.16,-3.9,R+3.9,1356096,1.0,True
Kentucky,KY,KY-05,,False,2010s,False,2014,1,42.02,47.72,-5.7,R+5.7,1435868,1.0,True
Kentucky,KY,KY-05,,False,2020s,True,2022,1,38.19,50.42,-12.23,R+12.2,1477830,1.0,True
Kentucky,KY,KY-06,,False,2000s,False,2010,1,44.26,48.16,-3.9,R+3.9,1356096,1.0,True
Kentucky,KY,KY-06,,False,2010s,False,2014,1,42.02,47.72,-5.7,R+5.7,1435868,1.0,True
Kentucky,KY,KY-06,,False,2020s,True,2022,1,38.19,50.42,-12.23,R+12.2,1477830,1.0,True
Louisiana,LA,LA-01,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Louisiana,LA,LA-01,,False,2010s,False,2014,1,44.07,47.72,-3.65,R+3.6,1273589,1.0,True
Louisiana,LA,LA-01,,False,2020s,True,2022,1,35.43,50.42,-14.99,R+15.0,1383290,1.0,True
Louisiana,LA,LA-02,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Louisiana,LA,LA-02,,False,2010s,False,2014,1,44.07,47.72,-3.65,R+3.6,1273589,1.0,True
Louisiana,LA,LA-02,,False,2020s,True,2022,1,35.43,50.42,-14.99,R+15.0,1383290,1.0,True
Louisiana,LA,LA-03,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Louisiana,LA,LA-03,,False,2010s,False,2014,1,44.07,47.72,-3.65,R+3.6,1273589,1.0,True
Louisiana,LA,LA-03,,False,2020s,True,2022,1,35.43,50.42,-14.99,R+15.0,1383290,1.0,True
Louisiana,LA,LA-04,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Louisiana,LA,LA-04,,False,2010s,False,2014,1,44.07,47.72,-3.65,R+3.6,1273589,1.0,True
Louisiana,LA,LA-04,,False,2020s,True,2022,1,35.43,50.42,-14.99,R+15.0,1383290,1.0,True
Louisiana,LA,LA-05,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Louisiana,LA,LA-05,,False,2010s,False,2014,1,44.07,47.72,-3.65,R+3.6,1273589,1.0,True
Louisiana,LA,LA-05,,False,2020s,True,2022,1,35.43,50.42,-14.99,R+15.0,1383290,1.0,True
Louisiana,LA,LA-06,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Louisiana,LA,LA-06,,False,2010s,False,2014,1,44.07,47.72,-3.65,R+3.6,1273589,1.0,True
Louisiana,LA,LA-06,,False,2020s,True,2022,1,35.43,50.42,-14.99,R+15.0,1383290,1.0,True
Louisiana,LA,LA-07,,False,2000s,False,2010,1,39.98,48.16,-8.18,R+8.2,1264994,1.0,True
Massachusetts,MA,MA-01,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-01,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-01,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-02,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-02,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-02,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-03,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-03,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-03,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-04,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-04,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-04,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-05,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-05,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-05,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-06,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-06,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-06,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-07,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-07,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-07,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-08,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-08,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-08,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-09,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Massachusetts,MA,MA-09,,False,2010s,False,2014+2018,2,51.62,50.42,1.21,D+1.2,4812502,2.0,True
Massachusetts,MA,MA-09,,False,2020s,True,2022,1,63.86,50.42,13.44,D+13.4,4935578,2.0,True
Massachusetts,MA,MA-10,,False,2000s,False,2006+2010,2,56.5,51.39,5.12,D+5.1,3328766,1.5,True
Maryland,MD,MD-01,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-01,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-01,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-02,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-02,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-02,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-03,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-03,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-03,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-04,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-04,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-04,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-05,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-05,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-05,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-06,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-06,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-06,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-07,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-07,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-07,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maryland,MD,MD-08,,False,2000s,False,2006+2010,2,57.3,51.39,5.91,D+5.9,3630604,2.0,True
Maryland,MD,MD-08,,False,2010s,False,2014+2018,2,53.48,50.42,3.06,D+3.1,4306683,2.0,True
Maryland,MD,MD-08,,False,2020s,True,2022,1,65.89,50.42,15.47,D+15.5,5989849,3.0,True
Maine,ME,ME-01,,False,2000s,False,2006+2010,2,34.77,51.39,-16.62,R+16.6,832404,1.5,True
Maine,ME,ME-01,,False,2010s,False,2014+2018,2,41.5,50.42,-8.93,R+8.9,1240170,2.0,True
Maine,ME,ME-01,,False,2020s,True,2022,1,56.75,50.42,6.33,D+6.3,676819,1.0,True
Maine,ME,ME-02,,False,2000s,False,2006+2010,2,34.77,51.39,-16.62,R+16.6,832404,1.5,True
Maine,ME,ME-02,,False,2010s,False,2014+2018,2,41.5,50.42,-8.93,R+8.9,1240170,2.0,True
Maine,ME,ME-02,,False,2020s,True,2022,1,56.75,50.42,6.33,D+6.3,676819,1.0,True
Michigan,MI,MI-01,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-01,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-01,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-02,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-02,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-02,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-03,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-03,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-03,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-04,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-04,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-04,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-05,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-05,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-05,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-06,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-06,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-06,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-07,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-07,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-07,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-08,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-08,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-08,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-09,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-09,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-09,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-10,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-10,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-10,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-11,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-11,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-11,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-12,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-12,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-12,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-13,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-13,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-13,,False,2020s,True,2022,1,55.63,50.42,5.21,D+5.2,13261755,3.0,True
Michigan,MI,MI-14,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Michigan,MI,MI-14,,False,2010s,False,2014+2018,2,52.8,50.42,2.38,D+2.4,9454103,2.5,True
Michigan,MI,MI-15,,False,2000s,False,2006+2010,2,49.13,51.39,-2.26,R+2.3,5403731,1.5,True
Minnesota,MN,MN-01,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-01,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-01,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-02,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-02,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-02,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-03,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-03,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-03,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-04,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-04,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-04,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-05,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-05,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-05,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-06,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-06,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-06,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-07,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-07,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-07,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Minnesota,MN,MN-08,,False,2000s,False,2006+2010,2,52.66,51.39,1.27,D+1.3,4296478,1.5,True
Minnesota,MN,MN-08,,False,2010s,False,2014+2018,2,55.36,50.42,4.94,D+4.9,7140284,3.0,True
Minnesota,MN,MN-08,,False,2020s,True,2022,1,52.97,50.42,2.55,D+2.5,7468691,3.0,True
Missouri,MO,MO-01,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-01,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-01,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-02,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-02,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-02,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-03,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-03,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-03,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-04,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-04,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-04,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-05,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-05,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-05,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-06,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-06,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-06,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-07,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-07,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-07,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-08,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Missouri,MO,MO-08,,False,2010s,False,2018,1,47.0,53.12,-6.12,R+6.1,2442289,1.0,True
Missouri,MO,MO-08,,False,2020s,True,2022,1,43.21,50.42,-7.21,R+7.2,2069130,1.0,True
Missouri,MO,MO-09,,False,2000s,False,2006+2010,2,47.0,51.39,-4.39,R+4.4,2026988,1.0,True
Mississippi,MS,MS-01,,False,2000s,False,2006,1,35.42,54.62,-19.2,R+19.2,610921,1.0,True
Mississippi,MS,MS-01,,False,2010s,False,2014+2018,2,39.52,50.42,-10.9,R+10.9,784036,1.0,True
Mississippi,MS,MS-02,,False,2000s,False,2006,1,35.42,54.62,-19.2,R+19.2,610921,1.0,True
Mississippi,MS,MS-02,,False,2010s,False,2014+2018,2,39.52,50.42,-10.9,R+10.9,784036,1.0,True
Mississippi,MS,MS-03,,False,2000s,False,2006,1,35.42,54.62,-19.2,R+19.2,610921,1.0,True
Mississippi,MS,MS-03,,False,2010s,False,2014+2018,2,39.52,50.42,-10.9,R+10.9,784036,1.0,True
Mississippi,MS,MS-04,,False,2000s,False,2006,1,35.42,54.62,-19.2,R+19.2,610921,1.0,True
Mississippi,MS,MS-04,,False,2010s,False,2014+2018,2,39.52,50.42,-10.9,R+10.9,784036,1.0,True
Montana,MT,MT-AL,,True,2000s,False,2006,1,50.45,54.62,-4.17,R+4.2,406505,1.0,True
Montana,MT,MT-AL,,True,2010s,False,2014+2018,2,46.39,50.42,-4.03,R+4.0,437105,1.0,True
North Carolina,NC,NC-01,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-01,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-01,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-02,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-02,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-02,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-03,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-03,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-03,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-04,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-04,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-04,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-05,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-05,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-05,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-06,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-06,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-06,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-07,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-07,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-07,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-08,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-08,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-08,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-09,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
North Carolina,NC,NC-09,,False,2010s,False,2014,1,49.19,47.72,1.47,D+1.5,2915281,1.0,True
North Carolina,NC,NC-09,,False,2020s,True,2022,1,48.35,50.42,-2.07,R+2.1,3773924,1.0,True
North Carolina,NC,NC-10,,False,2000s,False,2010,1,43.99,48.16,-4.17,R+4.2,2660074,1.0,True
