state,state_code,district,district_note,at_large,map_vintage,is_current_map,years_used,n_years,d_share_mean,national_d_share_mean,midterm_lean_pct,midterm_lean_label,total_votes_mean,races_used_mean,statewide_baseline
Pennsylvania,PA,PA-03,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-03,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-03,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-04,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-04,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-04,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-05,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-05,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-05,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-06,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-06,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-06,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-07,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-07,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-07,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-08,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-08,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-08,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-09,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-09,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-09,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-10,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-10,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-10,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-11,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-11,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-11,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-12,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-12,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-12,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-13,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-13,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-13,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-14,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-14,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-14,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-15,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-15,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-15,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-16,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-16,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-16,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-17,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-17,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-17,,False,2020s,True,2022,1,55.03,50.42,4.61,D+4.6,10715636,2.0,True
Pennsylvania,PA,PA-18,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Pennsylvania,PA,PA-18,,False,2010s,False,2014+2018,2,56.3,50.42,5.88,D+5.9,6758910,1.5,True
Pennsylvania,PA,PA-19,,False,2000s,False,2006+2010,2,53.39,51.39,2.0,D+2.0,8070788,2.0,True
Rhode Island,RI,RI-01,,False,2000s,False,2006+2010,2,45.98,51.39,-5.41,R+5.4,557046,1.5,True
Rhode Island,RI,RI-01,,False,2010s,False,2014+2018,2,61.52,50.42,11.1,D+11.1,697046,2.0,True
Rhode Island,RI,RI-01,,False,2020s,True,2022,1,58.87,50.42,8.45,D+8.4,1412796,4.0,True
Rhode Island,RI,RI-02,,False,2000s,False,2006+2010,2,45.98,51.39,-5.41,R+5.4,557046,1.5,True
Rhode Island,RI,RI-02,,False,2010s,False,2014+2018,2,61.52,50.42,11.1,D+11.1,697046,2.0,True
Rhode Island,RI,RI-02,,False,2020s,True,2022,1,58.87,50.42,8.45,D+8.4,1412796,4.0,True
South Carolina,SC,SC-01,,False,2000s,False,2010,1,39.86,48.16,-8.3,R+8.3,2662992,2.0,True
South Carolina,SC,SC-01,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-01,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Carolina,SC,SC-02,,False,2000s,False,2010,1,39.86,48.16,-8.3,R+8.3,2662992,2.0,True
South Carolina,SC,SC-02,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-02,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Carolina,SC,SC-03,,False,2000s,False,2010,1,39.86,48.16,-8.3,R+8.3,2662992,2.0,True
South Carolina,SC,SC-03,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-03,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Carolina,SC,SC-04,,False,2000s,False,2010,1,39.86,48.16,-8.3,R+8.3,2662992,2.0,True
South Carolina,SC,SC-04,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-04,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Carolina,SC,SC-05,,False,2000s,False,2010,1,39.86,48.16,-8.3,R+8.3,2662992,2.0,True
South Carolina,SC,SC-05,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-05,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Carolina,SC,SC-06,,False,2000s,False,2010,1,39.86,48.16,-8.3,R+8.3,2662992,2.0,True
South Carolina,SC,SC-06,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-06,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Carolina,SC,SC-07,,False,2010s,False,2014+2018,2,43.32,50.42,-7.1,R+7.1,2716464,2.0,True
South Carolina,SC,SC-07,,False,2020s,True,2022,1,38.29,50.42,-12.13,R+12.1,5090795,3.0,True
South Dakota,SD,SD-AL,,True,2000s,False,2006+2010,2,37.71,51.39,-13.68,R+13.7,326296,1.0,True
South Dakota,SD,SD-AL,,True,2010s,False,2014+2018,2,38.94,50.42,-11.49,R+11.5,610329,2.0,True
South Dakota,SD,SD-AL,,True,2020s,True,2022,1,33.16,50.42,-17.26,R+17.3,1357759,4.0,True
Tennessee,TN,TN-01,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-01,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-01,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-02,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-02,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-02,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-03,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-03,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-03,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-04,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-04,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-04,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-05,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-05,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-05,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-06,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-06,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-06,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-07,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-07,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-07,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-08,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-08,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-08,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Tennessee,TN,TN-09,,False,2000s,False,2006+2010,2,46.42,51.39,-4.97,R+5.0,2626896,1.5,True
Tennessee,TN,TN-09,,False,2010s,False,2014+2018,2,35.62,50.42,-14.8,R+14.8,3607414,2.0,True
Tennessee,TN,TN-09,,False,2020s,True,2022,1,33.65,50.42,-16.77,R+16.8,1739882,1.0,True
Texas,TX,TX-01,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-01,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-01,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-02,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-02,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-02,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-03,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-03,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-03,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-04,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-04,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-04,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-05,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-05,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-05,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-06,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-06,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-06,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-07,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-07,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-07,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-08,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-08,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-08,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-09,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-09,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-09,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-10,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-10,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-10,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-11,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-11,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-11,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-12,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-12,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-12,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-13,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-13,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-13,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-14,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-14,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-14,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-15,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-15,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-15,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-16,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-16,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-16,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-17,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-17,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-17,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-18,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-18,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-18,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-19,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-19,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-19,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-20,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-20,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-20,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-21,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-21,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-21,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-22,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-22,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-22,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-23,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-23,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-23,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-24,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-24,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-24,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-25,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-25,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-25,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-26,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-26,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-26,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-27,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-27,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-27,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-28,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-28,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-28,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-29,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-29,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-29,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-30,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-30,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-30,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-31,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-31,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-31,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-32,,False,2000s,False,2006+2010,2,41.53,51.39,-9.86,R+9.9,6846800,1.5,True
Texas,TX,TX-32,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-32,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-33,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-33,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-34,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-34,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-35,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-35,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-36,,False,2010s,False,2014+2018,2,42.24,50.42,-8.18,R+8.2,17187084,2.5,True
Texas,TX,TX-36,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-37,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Texas,TX,TX-38,,False,2020s,True,2022,1,44.72,50.42,-5.69,R+5.7,16110976,2.0,True
Utah,UT,UT-01,,False,2000s,False,2006+2010,2,33.61,51.39,-17.77,R+17.8,924180,1.5,True
Utah,UT,UT-01,,False,2010s,False,2018,1,33.06,53.12,-20.06,R+20.1,1062897,1.0,True
Utah,UT,UT-02,,False,2000s,False,2006+2010,2,33.61,51.39,-17.77,R+17.8,924180,1.5,True
Utah,UT,UT-02,,False,2010s,False,2018,1,33.06,53.12,-20.06,R+20.1,1062897,1.0,True
Utah,UT,UT-03,,False,2000s,False,2006+2010,2,33.61,51.39,-17.77,R+17.8,924180,1.5,True
Utah,UT,UT-03,,False,2010s,False,2018,1,33.06,53.12,-20.06,R+20.1,1062897,1.0,True
Utah,UT,UT-04,,False,2010s,False,2018,1,33.06,53.12,-20.06,R+20.1,1062897,1.0,True
Virginia,VA,VA-01,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-01,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-02,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-02,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-03,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-03,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-04,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-04,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-05,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-05,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-06,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-06,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-07,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-07,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-08,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-08,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-09,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-09,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-10,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-10,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Virginia,VA,VA-11,,False,2000s,False,2006,1,50.2,54.62,-4.42,R+4.4,2370445,1.0,True
Virginia,VA,VA-11,,False,2010s,False,2014+2018,2,54.29,50.42,3.87,D+3.9,2768138,1.0,True
Vermont,VT,VT-AL,,True,2000s,False,2006+2010,2,50.62,51.39,-0.77,R+0.8,369597,1.5,True
